Species,Year
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Luzula campestris,1992
Lolium perenne,1992
Plantago lanceolata,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Lolium perenne,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Lolium perenne,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa trivialis,1992
Ranunculus acris,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Crepis capillaris,1992
Agrostis capillaris,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Briza media,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Leontodon hispidus,1992
Lolium perenne,1992
Lotus corniculatus,1992
Plantago lanceolata,1992
Poa pratensis,1992
Ranunculus acris,1992
Sanguisorba minor,1992
Tragopogon pratensis,1992
Taraxacum officinale,1992
Agrostis capillaris,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Briza media,1992
Cerastium fontanum,1992
Conopodium majus,1992
Centaurea nigra,1992
Carex caryophyllea,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Luzula campestris,1992
Leontodon hispidus,1992
Lolium perenne,1992
Plantago lanceolata,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Ophioglossum vulgatum,1992
Agrostis capillaris,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Ajuga reptans,1992
Briza media,1992
Cerastium fontanum,1992
Conopodium majus,1992
Centaurea nigra,1992
Carex caryophyllea,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Luzula campestris,1992
Leontodon hispidus,1992
Lolium perenne,1992
Plantago lanceolata,1992
Pimpinella saxifraga,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Sanguisorba minor,1992
Taraxacum officinale,1992
Crepis capillaris,1992
Agrostis capillaris,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Ajuga reptans,1992
Cerastium fontanum,1992
Conopodium majus,1992
Centaurea nigra,1992
Carex caryophyllea,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Luzula campestris,1992
Leontodon hispidus,1992
Lolium perenne,1992
Plantago lanceolata,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Crepis capillaris,1992
Carex flacca,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Conopodium majus,1992
Centaurea nigra,1992
Dactylis glomerata,1992
Festuca rubra,1992
Heracleum sphondylium,1992
Leontodon hispidus,1992
Lolium perenne,1992
Plantago lanceolata,1992
Poa pratensis,1992
Rumex acetosa,1992
Tragopogon pratensis,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Crepis capillaris,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Conopodium majus,1992
Centaurea nigra,1992
Dactylis glomerata,1992
Festuca rubra,1992
Heracleum sphondylium,1992
Leontodon hispidus,1992
Lolium perenne,1992
Plantago lanceolata,1992
Tragopogon pratensis,1992
Taraxacum officinale,1992
Agrostis capillaris,1992
Anthoxanthum odoratum,1992
Cerastium fontanum,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Lolium perenne,1992
Poa pratensis,1992
Poa trivialis,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Anthoxanthum odoratum,1992
Holcus lanatus,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Centaurea nigra,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Lolium perenne,1992
Plantago lanceolata,1992
Poa pratensis,1992
Tragopogon pratensis,1992
Taraxacum officinale,1992
Crepis capillaris,1992
Galium verum,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Heracleum sphondylium,1992
Lolium perenne,1992
Lotus corniculatus,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa pratensis,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Tragopogon pratensis,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Crepis capillaris,1992
Trifolium repens,1992
Vicia cracca,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Cerastium fontanum,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Heracleum sphondylium,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa pratensis,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Festuca pratensis,1992
Trifolium repens,1992
Vicia cracca,1992
Cardamine pratensis,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Conopodium majus,1992
Centaurea nigra,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Heracleum sphondylium,1992
Lolium perenne,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa pratensis,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Tragopogon pratensis,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Trisetum flavescens,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Alopecurus pratensis,1992
Cerastium fontanum,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Helictotrichon pubescens,1992
Heracleum sphondylium,1992
Leontodon hispidus,1992
Lolium perenne,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa pratensis,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Anthriscus sylvestris,1992
Cerastium fontanum,1992
Conopodium majus,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Heracleum sphondylium,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa pratensis,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Trifolium repens,1992
Trisetum flavescens,1992
Agrostis capillaris,1992
Arrhenatherum elatius,1992
Achillea millefolium,1992
Anthoxanthum odoratum,1992
Alopecurus pratensis,1992
Cerastium fontanum,1992
Dactylis glomerata,1992
Festuca rubra,1992
Holcus lanatus,1992
Heracleum sphondylium,1992
Lolium perenne,1992
Lathyrus pratensis,1992
Plantago lanceolata,1992
Poa pratensis,1992
Poa trivialis,1992
Ranunculus acris,1992
Rumex acetosa,1992
Taraxacum officinale,1992
Trifolium pratense,1992
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Cardamine pratensis,1993
Festuca pratensis,1993
Stellaria graminea,1993
Trisetum flavescens,1993
Vicia cracca,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Achillea millefolium,1993
Trifolium pratense,1993
Crepis capillaris,1993
Carex flacca,1993
Carex caryophyllea,1993
Pilosella officinarum,1993
Knautia arvensis,1993
Stellaria graminea,1993
Stachys officinalis,1993
Trisetum flavescens,1993
Trifolium repens,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Carex caryophyllea,1993
Pilosella officinarum,1993
Hypochoeris radicata,1993
Knautia arvensis,1993
Prunella vulgaris,1993
Taraxacum officinale,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Poa trivialis,1993
Rumex acetosa,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Holcus lanatus,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Carex caryophyllea,1993
Ranunculus bulbosus,1993
Stachys officinalis,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Holcus lanatus,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Carex flacca,1993
Carex caryophyllea,1993
Pilosella officinarum,1993
Hypochoeris radicata,1993
Knautia arvensis,1993
Stellaria graminea,1993
Stachys officinalis,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Poa pratensis,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Briza media,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Lolium perenne,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Rumex acetosa,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Crepis capillaris,1993
Stachys officinalis,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Lolium perenne,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Agrostis capillaris,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Rumex acetosa,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Lathyrus pratensis,1993
Poa pratensis,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Anthoxanthum odoratum,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Heracleum sphondylium,1993
Trisetum flavescens,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lolium perenne,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Poa trivialis,1993
Ranunculus acris,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Trifolium pratense,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Stellaria graminea,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Bromus hordeaceus,1993
Festuca pratensis,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Plantago lanceolata,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lolium perenne,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Taraxacum officinale,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Achillea millefolium,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Bromus hordeaceus,1993
