Species,Year
Trifolium repens,1994
Veronica chamaedrys,1994
Ophioglossum vulgatum,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Leontodon hispidus,1994
Lolium perenne,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Leontodon hispidus,1994
Lolium perenne,1994
Plantago lanceolata,1994
Poa pratensis,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Cerastium fontanum,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Trisetum flavescens,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Lathyrus pratensis,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Stellaria graminea,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Luzula campestris,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Leontodon autumnalis,1994
Stellaria graminea,1994
Heracleum sphondylium,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Leontodon hispidus,1994
Lolium perenne,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Taraxacum officinale,1994
Sanguisorba minor,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Ranunculus acris,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Poa trivialis,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Poa pratensis,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Holcus lanatus,1994
Poa pratensis,1994
Rumex acetosa,1994
Holcus lanatus,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Holcus lanatus,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Bromus hordeaceus,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Arrhenatherum elatius,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Festuca rubra,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Bromus hordeaceus,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Arrhenatherum elatius,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Bromus hordeaceus,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Cerastium fontanum,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Trisetum flavescens,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Cerastium fontanum,1994
Conopodium majus,1994
Lathyrus pratensis,1994
Centaurea nigra,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Galium verum,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Festuca rubra,1994
Poa pratensis,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Conopodium majus,1994
Festuca rubra,1994
Holcus lanatus,1994
Plantago lanceolata,1994
Poa pratensis,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Pimpinella saxifraga,1994
Dactylis glomerata,1994
Festuca rubra,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Ajuga reptans,1994
Galium verum,1994
Ranunculus bulbosus,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Carex flacca,1994
Centaurea nigra,1994
Sanguisorba minor,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Bromus hordeaceus,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Heracleum sphondylium,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Festuca pratensis,1994
Trisetum flavescens,1994
Ranunculus acris,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Plantago lanceolata,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Festuca rubra,1994
Holcus lanatus,1994
Poa pratensis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Festuca rubra,1994
Holcus lanatus,1994
Poa pratensis,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Holcus lanatus,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Poa pratensis,1994
Poa trivialis,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Poa pratensis,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Poa pratensis,1994
Rumex acetosa,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Cerastium fontanum,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Dactylis glomerata,1994
Plantago lanceolata,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Trisetum flavescens,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Poa pratensis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Lathyrus pratensis,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Carex flacca,1994
Festuca pratensis,1994
Knautia arvensis,1994
Sanguisorba minor,1994
Trisetum flavescens,1994
Galium verum,1994
Trifolium repens,1994
Veronica chamaedrys,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Trifolium pratense,1994
Cerastium fontanum,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Sanguisorba minor,1994
Trisetum flavescens,1994
Trifolium repens,1994
Veronica chamaedrys,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Briza media,1994
Achillea millefolium,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Bromus hordeaceus,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Cerastium fontanum,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Arrhenatherum elatius,1994
Ononis repens,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Leontodon hispidus,1994
Plantago lanceolata,1994
Poa pratensis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Sanguisorba minor,1994
Trisetum flavescens,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Lolium perenne,1994
Plantago lanceolata,1994
Trifolium pratense,1994
Poa pratensis,1994
Pimpinella saxifraga,1995
Ranunculus acris,1995
Sanguisorba minor,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Luzula campestris,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Luzula campestris,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Poa pratensis,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Trifolium pratense,1995
Sanguisorba minor,1995
Trisetum flavescens,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Ajuga reptans,1995
Carex flacca,1995
Carex caryophyllea,1995
Knautia arvensis,1995
Trifolium repens,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Sanguisorba minor,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Rumex acetosa,1995
Anthoxanthum odoratum,1995
Briza media,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Ajuga reptans,1995
Carex caryophyllea,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Achillea millefolium,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Sanguisorba minor,1995
Trisetum flavescens,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrimonia eupatoria,1995
Ajuga reptans,1995
Ophioglossum vulgatum,1995
Trifolium repens,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Briza media,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Leontodon hispidus,1995
Agrostis capillaris,1995
Lathyrus pratensis,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Leontodon autumnalis,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Holcus lanatus,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Poa pratensis,1995
Poa trivialis,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Luzula campestris,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Sanguisorba minor,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Trifolium repens,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Plantago lanceolata,1995
Anthoxanthum odoratum,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Luzula campestris,1995
Lolium perenne,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Agrimonia eupatoria,1995
Deschampsia caespitosa,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca pratensis,1995
Rumex acetosa,1995
Plantago lanceolata,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Crepis capillaris,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Conopodium majus,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Ajuga reptans,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Cerastium fontanum,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Ajuga reptans,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Holcus lanatus,1995
Anthoxanthum odoratum,1995
